frame_id,student_code,behavior_label,confidence,cx,cy,timestamp
62,unknown,raised hand,1.0,422,323,2026-05-03 21:16:32
62,unknown,raised hand,1.0,100,305,2026-05-03 21:16:32
62,unknown,raised hand,1.0,1009,427,2026-05-03 21:16:32
62,unknown,raised hand,1.0,1167,319,2026-05-03 21:16:32
62,unknown,raised hand,1.0,1167,419,2026-05-03 21:16:32
63,unknown,normal posture,1.0,693,507,2026-05-03 21:16:32
63,unknown,normal posture,1.0,265,460,2026-05-03 21:16:32
63,unknown,raised hand,1.0,99,303,2026-05-03 21:16:32
63,unknown,raised hand,1.0,421,324,2026-05-03 21:16:32
63,unknown,raised hand,1.0,1009,430,2026-05-03 21:16:32
63,unknown,raised hand,1.0,1167,319,2026-05-03 21:16:32
63,unknown,raised hand,1.0,1168,419,2026-05-03 21:16:32
64,unknown,normal posture,1.0,694,507,2026-05-03 21:16:32
64,unknown,raised hand,1.0,421,323,2026-05-03 21:16:32
64,unknown,raised hand,1.0,255,415,2026-05-03 21:16:32
64,unknown,raised hand,1.0,1008,432,2026-05-03 21:16:32
64,unknown,raised hand,1.0,1167,417,2026-05-03 21:16:32
64,unknown,raised hand,1.0,1167,318,2026-05-03 21:16:32
65,unknown,normal posture,1.0,693,508,2026-05-03 21:16:32
65,unknown,raised hand,1.0,270,382,2026-05-03 21:16:32
65,unknown,raised hand,1.0,422,322,2026-05-03 21:16:32
65,unknown,raised hand,1.0,1167,320,2026-05-03 21:16:32
65,unknown,raised hand,1.0,1010,435,2026-05-03 21:16:32
66,unknown,normal posture,1.0,693,508,2026-05-03 21:16:32
66,unknown,raised hand,1.0,261,424,2026-05-03 21:16:32
66,unknown,raised hand,1.0,422,322,2026-05-03 21:16:32
66,unknown,raised hand,1.0,1010,437,2026-05-03 21:16:32
66,unknown,raised hand,1.0,1166,319,2026-05-03 21:16:32
66,unknown,raised hand,1.0,1166,415,2026-05-03 21:16:32
67,unknown,normal posture,1.0,694,508,2026-05-03 21:16:32
67,unknown,raised hand,1.0,273,386,2026-05-03 21:16:32
67,unknown,raised hand,1.0,421,322,2026-05-03 21:16:32
67,unknown,raised hand,1.0,1012,437,2026-05-03 21:16:32
67,unknown,raised hand,1.0,96,375,2026-05-03 21:16:32
67,unknown,raised hand,1.0,1165,415,2026-05-03 21:16:32
67,unknown,raised hand,1.0,1165,323,2026-05-03 21:16:32
68,unknown,normal posture,1.0,693,507,2026-05-03 21:16:32
68,unknown,normal posture,1.0,260,425,2026-05-03 21:16:32
68,unknown,raised hand,1.0,421,323,2026-05-03 21:16:32
68,unknown,raised hand,1.0,96,376,2026-05-03 21:16:32
68,unknown,raised hand,1.0,1165,416,2026-05-03 21:16:32
68,unknown,raised hand,1.0,1165,322,2026-05-03 21:16:32
69,unknown,normal posture,1.0,693,507,2026-05-03 21:16:32
69,unknown,normal posture,1.0,256,458,2026-05-03 21:16:32
69,unknown,raised hand,1.0,422,322,2026-05-03 21:16:32
69,unknown,raised hand,1.0,95,377,2026-05-03 21:16:32
69,unknown,raised hand,1.0,1165,415,2026-05-03 21:16:32
69,unknown,raised hand,1.0,1165,322,2026-05-03 21:16:32
70,unknown,normal posture,1.0,691,506,2026-05-03 21:16:33
70,stu_004,raised hand,1.0,262,437,2026-05-03 21:16:33
70,stu_003,raised hand,1.0,421,325,2026-05-03 21:16:33
70,stu_006,raised hand,1.0,1165,318,2026-05-03 21:16:33
70,unknown,raised hand,1.0,94,378,2026-05-03 21:16:33
70,stu_006,raised hand,1.0,1167,415,2026-05-03 21:16:33
70,unknown,raised hand,1.0,1011,441,2026-05-03 21:16:33
70,stu_005,raised hand,1.0,883,382,2026-05-03 21:16:33
71,unknown,normal posture,1.0,254,502,2026-05-03 21:16:33
71,unknown,normal posture,1.0,698,508,2026-05-03 21:16:33
71,unknown,raised hand,1.0,423,322,2026-05-03 21:16:33
71,unknown,raised hand,1.0,94,376,2026-05-03 21:16:33
71,unknown,raised hand,1.0,1165,320,2026-05-03 21:16:33
71,unknown,raised hand,1.0,1012,442,2026-05-03 21:16:33
71,unknown,raised hand,1.0,884,382,2026-05-03 21:16:33
71,unknown,raised hand,1.0,1165,416,2026-05-03 21:16:33
72,unknown,normal posture,1.0,259,415,2026-05-03 21:16:33
72,unknown,normal posture,1.0,704,510,2026-05-03 21:16:33
72,unknown,raised hand,1.0,423,323,2026-05-03 21:16:33
72,unknown,raised hand,1.0,1167,319,2026-05-03 21:16:33
72,unknown,raised hand,1.0,1010,444,2026-05-03 21:16:33
72,unknown,raised hand,1.0,93,376,2026-05-03 21:16:33
73,unknown,raised hand,1.0,697,508,2026-05-03 21:16:33
73,unknown,raised hand,1.0,259,410,2026-05-03 21:16:33
73,unknown,raised hand,1.0,422,323,2026-05-03 21:16:33
73,unknown,raised hand,1.0,1167,319,2026-05-03 21:16:33
73,unknown,raised hand,1.0,1011,446,2026-05-03 21:16:33
73,unknown,raised hand,1.0,93,377,2026-05-03 21:16:33
74,unknown,raised hand,1.0,698,506,2026-05-03 21:16:33
74,unknown,raised hand,1.0,263,397,2026-05-03 21:16:33
74,unknown,raised hand,1.0,1167,319,2026-05-03 21:16:33
74,unknown,raised hand,1.0,92,376,2026-05-03 21:16:33
74,unknown,raised hand,1.0,420,322,2026-05-03 21:16:33
74,unknown,raised hand,1.0,1009,446,2026-05-03 21:16:33
75,unknown,raised hand,1.0,697,504,2026-05-03 21:16:33
75,unknown,raised hand,1.0,261,390,2026-05-03 21:16:33
75,unknown,raised hand,1.0,1167,320,2026-05-03 21:16:33
75,unknown,raised hand,1.0,91,374,2026-05-03 21:16:33
75,unknown,raised hand,1.0,1009,455,2026-05-03 21:16:33
75,unknown,raised hand,1.0,419,322,2026-05-03 21:16:33
76,unknown,raised hand,1.0,696,504,2026-05-03 21:16:33
76,unknown,raised hand,1.0,1168,321,2026-05-03 21:16:33
76,unknown,raised hand,1.0,266,390,2026-05-03 21:16:33
76,unknown,raised hand,1.0,89,374,2026-05-03 21:16:33
76,unknown,raised hand,1.0,1006,469,2026-05-03 21:16:33
77,unknown,raised hand,1.0,694,478,2026-05-03 21:16:33
77,unknown,raised hand,1.0,1167,321,2026-05-03 21:16:33
77,unknown,raised hand,1.0,267,388,2026-05-03 21:16:33
77,unknown,raised hand,1.0,88,374,2026-05-03 21:16:33
78,unknown,raised hand,1.0,700,422,2026-05-03 21:16:33
78,unknown,raised hand,1.0,260,388,2026-05-03 21:16:33
78,unknown,raised hand,1.0,1167,321,2026-05-03 21:16:33
78,unknown,raised hand,1.0,87,374,2026-05-03 21:16:33
79,unknown,raised hand,1.0,697,398,2026-05-03 21:16:33
79,unknown,raised hand,1.0,1169,323,2026-05-03 21:16:33
79,unknown,raised hand,1.0,249,389,2026-05-03 21:16:33
79,unknown,raised hand,1.0,86,372,2026-05-03 21:16:33
80,unknown,raised hand,1.0,694,396,2026-05-03 21:16:35
80,stu_006,raised hand,1.0,1170,323,2026-05-03 21:16:35
80,stu_004,raised hand,1.0,87,375,2026-05-03 21:16:35
80,unknown,raised hand,1.0,274,408,2026-05-03 21:16:35
80,unknown,normal posture,1.0,791,364,2026-05-03 21:16:35
81,unknown,raised hand,1.0,701,400,2026-05-03 21:16:35
81,unknown,raised hand,1.0,1169,327,2026-05-03 21:16:35
81,unknown,raised hand,1.0,250,387,2026-05-03 21:16:35
81,unknown,raised hand,1.0,84,374,2026-05-03 21:16:35
81,unknown,normal posture,1.0,787,364,2026-05-03 21:16:35
81,unknown,raised hand,1.0,900,438,2026-05-03 21:16:35
82,unknown,raised hand,1.0,703,400,2026-05-03 21:16:35
82,unknown,raised hand,1.0,1169,325,2026-05-03 21:16:35
82,unknown,raised hand,1.0,252,386,2026-05-03 21:16:35
82,unknown,raised hand,1.0,84,372,2026-05-03 21:16:35
82,unknown,normal posture,1.0,789,364,2026-05-03 21:16:35
82,unknown,raised hand,1.0,899,438,2026-05-03 21:16:35
83,unknown,raised hand,1.0,703,403,2026-05-03 21:16:35
83,unknown,raised hand,1.0,1171,328,2026-05-03 21:16:35
83,unknown,raised hand,1.0,84,371,2026-05-03 21:16:35
83,unknown,raised hand,1.0,254,377,2026-05-03 21:16:35
83,unknown,normal posture,1.0,785,361,2026-05-03 21:16:35
84,unknown,raised hand,1.0,1169,332,2026-05-03 21:16:35
84,unknown,raised hand,1.0,704,404,2026-05-03 21:16:35
84,unknown,raised hand,1.0,84,370,2026-05-03 21:16:35
84,unknown,raised hand,1.0,250,388,2026-05-03 21:16:35
84,unknown,normal posture,1.0,786,359,2026-05-03 21:16:35
84,unknown,normal posture,1.0,898,447,2026-05-03 21:16:35
85,unknown,raised hand,1.0,1171,334,2026-05-03 21:16:35
85,unknown,raised hand,1.0,704,402,2026-05-03 21:16:35
85,unknown,raised hand,1.0,84,371,2026-05-03 21:16:35
85,unknown,raised hand,1.0,256,389,2026-05-03 21:16:35
85,unknown,normal posture,1.0,785,355,2026-05-03 21:16:35
85,unknown,normal posture,1.0,894,447,2026-05-03 21:16:35
86,unknown,raised hand,1.0,704,404,2026-05-03 21:16:35
86,unknown,raised hand,1.0,1173,339,2026-05-03 21:16:35
86,unknown,raised hand,1.0,259,387,2026-05-03 21:16:35
86,unknown,raised hand,1.0,84,372,2026-05-03 21:16:35
86,unknown,normal posture,1.0,785,357,2026-05-03 21:16:35
86,unknown,raised hand,1.0,890,448,2026-05-03 21:16:35
87,unknown,raised hand,1.0,704,407,2026-05-03 21:16:35
87,unknown,raised hand,1.0,1174,347,2026-05-03 21:16:35
87,unknown,raised hand,1.0,252,387,2026-05-03 21:16:35
87,unknown,raised hand,1.0,84,372,2026-05-03 21:16:35
87,unknown,normal posture,1.0,784,358,2026-05-03 21:16:35
87,unknown,normal posture,1.0,886,448,2026-05-03 21:16:35
88,unknown,raised hand,1.0,1175,356,2026-05-03 21:16:35
88,unknown,raised hand,1.0,701,410,2026-05-03 21:16:35
88,unknown,raised hand,1.0,255,388,2026-05-03 21:16:35
88,unknown,raised hand,1.0,85,370,2026-05-03 21:16:35
88,unknown,normal posture,1.0,785,359,2026-05-03 21:16:35
88,unknown,raised hand,1.0,884,448,2026-05-03 21:16:35
89,unknown,raised hand,1.0,1176,371,2026-05-03 21:16:35
89,unknown,raised hand,1.0,701,413,2026-05-03 21:16:35
89,unknown,raised hand,1.0,260,387,2026-05-03 21:16:35
89,unknown,raised hand,1.0,85,368,2026-05-03 21:16:35
89,unknown,normal posture,1.0,784,362,2026-05-03 21:16:35
89,unknown,raised hand,1.0,882,448,2026-05-03 21:16:35
90,unknown,raised hand,1.0,256,388,2026-05-03 21:16:36
90,unknown,raised hand,1.0,699,412,2026-05-03 21:16:36
90,stu_006,raised hand,1.0,1177,391,2026-05-03 21:16:36
90,unknown,raised hand,1.0,86,369,2026-05-03 21:16:36
90,stu_006,normal posture,1.0,785,362,2026-05-03 21:16:36
90,stu_005,raised hand,1.0,879,449,2026-05-03 21:16:36
91,unknown,raised hand,1.0,699,413,2026-05-03 21:16:36
91,unknown,raised hand,1.0,257,385,2026-05-03 21:16:36
91,unknown,raised hand,1.0,1179,400,2026-05-03 21:16:36
91,unknown,raised hand,1.0,87,367,2026-05-03 21:16:36
91,unknown,normal posture,1.0,783,362,2026-05-03 21:16:36
91,unknown,raised hand,1.0,877,450,2026-05-03 21:16:36
92,unknown,raised hand,1.0,699,412,2026-05-03 21:16:36
92,unknown,raised hand,1.0,250,386,2026-05-03 21:16:36
92,unknown,raised hand,1.0,1183,401,2026-05-03 21:16:36
92,unknown,raised hand,1.0,88,368,2026-05-03 21:16:36
92,unknown,normal posture,1.0,783,361,2026-05-03 21:16:36
92,unknown,raised hand,1.0,878,452,2026-05-03 21:16:36
92,unknown,raised hand,1.0,1182,492,2026-05-03 21:16:36
93,unknown,raised hand,1.0,1181,400,2026-05-03 21:16:36
93,unknown,raised hand,1.0,699,411,2026-05-03 21:16:36
93,unknown,raised hand,1.0,244,388,2026-05-03 21:16:36
93,unknown,raised hand,1.0,88,367,2026-05-03 21:16:36
93,unknown,raised hand,1.0,878,451,2026-05-03 21:16:36
93,unknown,normal posture,1.0,783,356,2026-05-03 21:16:36
93,unknown,raised hand,1.0,1181,492,2026-05-03 21:16:36
94,unknown,normal posture,1.0,1183,400,2026-05-03 21:16:36
94,unknown,raised hand,1.0,243,389,2026-05-03 21:16:36
94,unknown,raised hand,1.0,698,411,2026-05-03 21:16:36
94,unknown,raised hand,1.0,89,366,2026-05-03 21:16:36
94,unknown,raised hand,1.0,877,453,2026-05-03 21:16:36
94,unknown,normal posture,1.0,783,357,2026-05-03 21:16:36
94,unknown,raised hand,1.0,1022,511,2026-05-03 21:16:36
95,unknown,normal posture,1.0,1183,400,2026-05-03 21:16:36
95,unknown,raised hand,1.0,243,387,2026-05-03 21:16:36
95,unknown,raised hand,1.0,697,412,2026-05-03 21:16:36
95,unknown,raised hand,1.0,89,365,2026-05-03 21:16:36
95,unknown,raised hand,1.0,876,453,2026-05-03 21:16:36
95,unknown,normal posture,1.0,784,356,2026-05-03 21:16:36
96,unknown,normal posture,1.0,1184,399,2026-05-03 21:16:36
96,unknown,raised hand,1.0,244,387,2026-05-03 21:16:36
96,unknown,raised hand,1.0,691,409,2026-05-03 21:16:36
96,unknown,raised hand,1.0,89,365,2026-05-03 21:16:36
96,unknown,raised hand,1.0,875,456,2026-05-03 21:16:36
96,unknown,normal posture,1.0,785,356,2026-05-03 21:16:36
97,unknown,raised hand,1.0,244,387,2026-05-03 21:16:36
97,unknown,raised hand,1.0,686,407,2026-05-03 21:16:36
97,unknown,normal posture,1.0,1182,403,2026-05-03 21:16:36
97,unknown,raised hand,1.0,874,457,2026-05-03 21:16:36
97,unknown,raised hand,1.0,89,365,2026-05-03 21:16:36
97,unknown,looking down,1.0,1187,414,2026-05-03 21:16:36
97,unknown,normal posture,1.0,785,355,2026-05-03 21:16:36
98,unknown,raised hand,1.0,246,387,2026-05-03 21:16:36
98,unknown,raised hand,1.0,688,405,2026-05-03 21:16:36
98,unknown,raised hand,1.0,90,366,2026-05-03 21:16:36
98,unknown,raised hand,1.0,1175,490,2026-05-03 21:16:36
98,unknown,raised hand,1.0,872,459,2026-05-03 21:16:36
99,unknown,raised hand,1.0,244,388,2026-05-03 21:16:36
99,unknown,raised hand,1.0,663,405,2026-05-03 21:16:36
99,unknown,raised hand,1.0,90,366,2026-05-03 21:16:36
99,unknown,normal posture,1.0,1169,370,2026-05-03 21:16:36
100,unknown,raised hand,1.0,245,394,2026-05-03 21:16:37
100,unknown,raised hand,1.0,659,406,2026-05-03 21:16:37
100,unknown,raised hand,1.0,91,367,2026-05-03 21:16:37
100,stu_005,normal posture,1.0,782,371,2026-05-03 21:16:37
100,stu_006,normal posture,1.0,1130,423,2026-05-03 21:16:37
100,unknown,raised hand,1.0,1018,512,2026-05-03 21:16:37
101,unknown,raised hand,1.0,248,390,2026-05-03 21:16:37
101,unknown,raised hand,1.0,656,408,2026-05-03 21:16:37
101,unknown,raised hand,1.0,92,366,2026-05-03 21:16:37
101,unknown,raised hand,1.0,868,456,2026-05-03 21:16:37
101,unknown,raised hand,1.0,1103,412,2026-05-03 21:16:37
102,unknown,raised hand,1.0,248,394,2026-05-03 21:16:37
102,unknown,raised hand,1.0,660,413,2026-05-03 21:16:37
102,unknown,raised hand,1.0,93,366,2026-05-03 21:16:37
102,unknown,normal posture,1.0,865,457,2026-05-03 21:16:37
102,unknown,raised hand,1.0,1090,396,2026-05-03 21:16:37
103,unknown,raised hand,1.0,249,390,2026-05-03 21:16:37
103,unknown,raised hand,1.0,661,416,2026-05-03 21:16:37
103,unknown,raised hand,1.0,94,368,2026-05-03 21:16:37
103,unknown,normal posture,1.0,860,458,2026-05-03 21:16:37
104,unknown,raised hand,1.0,247,395,2026-05-03 21:16:37
104,unknown,raised hand,1.0,662,417,2026-05-03 21:16:37
104,unknown,raised hand,1.0,94,367,2026-05-03 21:16:37
104,unknown,raised hand,1.0,861,459,2026-05-03 21:16:37
104,unknown,raised hand,1.0,1094,389,2026-05-03 21:16:37
104,unknown,raised hand,1.0,1015,515,2026-05-03 21:16:37
105,unknown,raised hand,1.0,252,394,2026-05-03 21:16:37
105,unknown,raised hand,1.0,662,418,2026-05-03 21:16:37
105,unknown,raised hand,1.0,1018,514,2026-05-03 21:16:37
105,unknown,raised hand,1.0,1081,389,2026-05-03 21:16:37
105,unknown,raised hand,1.0,94,367,2026-05-03 21:16:37
106,unknown,raised hand,1.0,662,417,2026-05-03 21:16:37
106,unknown,raised hand,1.0,257,386,2026-05-03 21:16:37
106,unknown,raised hand,1.0,1017,517,2026-05-03 21:16:37
106,unknown,raised hand,1.0,93,367,2026-05-03 21:16:37
107,unknown,raised hand,1.0,661,419,2026-05-03 21:16:37
107,unknown,raised hand,1.0,258,386,2026-05-03 21:16:37
107,unknown,raised hand,1.0,1016,519,2026-05-03 21:16:37
108,unknown,raised hand,1.0,661,419,2026-05-03 21:16:37
108,unknown,raised hand,1.0,258,385,2026-05-03 21:16:37
108,unknown,raised hand,1.0,1015,520,2026-05-03 21:16:37
109,unknown,raised hand,1.0,661,419,2026-05-03 21:16:37
109,unknown,raised hand,1.0,254,387,2026-05-03 21:16:37
109,unknown,raised hand,1.0,1018,521,2026-05-03 21:16:37
109,unknown,raised hand,1.0,841,300,2026-05-03 21:16:37
110,unknown,raised hand,1.0,249,542,2026-05-03 21:16:38
110,unknown,raised hand,1.0,662,423,2026-05-03 21:16:38
110,unknown,raised hand,1.0,1014,518,2026-05-03 21:16:38
110,unknown,raised hand,1.0,867,469,2026-05-03 21:16:38
110,unknown,raised hand,1.0,86,367,2026-05-03 21:16:38
110,unknown,raised hand,1.0,1067,414,2026-05-03 21:16:38
110,stu_006,raised hand,1.0,841,297,2026-05-03 21:16:38
111,unknown,raised hand,1.0,662,419,2026-05-03 21:16:38
111,unknown,raised hand,1.0,253,381,2026-05-03 21:16:38
111,unknown,raised hand,1.0,871,469,2026-05-03 21:16:38
111,unknown,raised hand,1.0,1082,408,2026-05-03 21:16:38
111,unknown,raised hand,1.0,1015,518,2026-05-03 21:16:38
111,unknown,raised hand,1.0,85,367,2026-05-03 21:16:38
111,unknown,raised hand,1.0,840,296,2026-05-03 21:16:38
112,unknown,raised hand,1.0,661,420,2026-05-03 21:16:39
112,unknown,raised hand,1.0,251,380,2026-05-03 21:16:39
112,unknown,raised hand,1.0,869,470,2026-05-03 21:16:39
112,unknown,raised hand,1.0,1083,399,2026-05-03 21:16:39
112,unknown,raised hand,1.0,1014,518,2026-05-03 21:16:39
112,unknown,raised hand,1.0,84,367,2026-05-03 21:16:39
112,unknown,raised hand,1.0,840,297,2026-05-03 21:16:39
113,unknown,raised hand,1.0,661,419,2026-05-03 21:16:39
113,unknown,raised hand,1.0,250,384,2026-05-03 21:16:39
113,unknown,normal posture,1.0,868,469,2026-05-03 21:16:39
113,unknown,raised hand,1.0,1013,519,2026-05-03 21:16:39
113,unknown,raised hand,1.0,1084,398,2026-05-03 21:16:39
113,unknown,raised hand,1.0,840,299,2026-05-03 21:16:39
113,unknown,raised hand,1.0,84,368,2026-05-03 21:16:39
114,unknown,raised hand,1.0,661,419,2026-05-03 21:16:39
114,unknown,raised hand,1.0,248,445,2026-05-03 21:16:39
114,unknown,raised hand,1.0,1014,520,2026-05-03 21:16:39
114,unknown,normal posture,1.0,866,468,2026-05-03 21:16:39
114,unknown,raised hand,1.0,1091,399,2026-05-03 21:16:39
114,unknown,raised hand,1.0,840,300,2026-05-03 21:16:39
115,unknown,raised hand,1.0,661,420,2026-05-03 21:16:39
115,unknown,raised hand,1.0,248,438,2026-05-03 21:16:39
115,unknown,normal posture,1.0,865,468,2026-05-03 21:16:39
115,unknown,raised hand,1.0,840,303,2026-05-03 21:16:39
115,unknown,raised hand,1.0,1086,400,2026-05-03 21:16:39
115,unknown,raised hand,1.0,1016,523,2026-05-03 21:16:39
115,unknown,raised hand,1.0,425,327,2026-05-03 21:16:39
116,unknown,raised hand,1.0,662,421,2026-05-03 21:16:39
116,unknown,raised hand,1.0,247,513,2026-05-03 21:16:39
116,unknown,raised hand,1.0,247,424,2026-05-03 21:16:39
116,unknown,normal posture,1.0,864,468,2026-05-03 21:16:39
116,unknown,raised hand,1.0,840,302,2026-05-03 21:16:39
116,unknown,raised hand,1.0,425,328,2026-05-03 21:16:39
116,unknown,raised hand,1.0,1083,398,2026-05-03 21:16:39
116,unknown,raised hand,1.0,1017,524,2026-05-03 21:16:39
117,unknown,raised hand,1.0,662,420,2026-05-03 21:16:39
117,unknown,raised hand,1.0,248,528,2026-05-03 21:16:39
117,unknown,raised hand,1.0,248,458,2026-05-03 21:16:39
117,unknown,normal posture,1.0,862,466,2026-05-03 21:16:39
117,unknown,raised hand,1.0,425,327,2026-05-03 21:16:39
117,unknown,raised hand,1.0,841,304,2026-05-03 21:16:39
117,unknown,raised hand,1.0,1090,409,2026-05-03 21:16:39
118,unknown,raised hand,1.0,245,536,2026-05-03 21:16:39
118,unknown,raised hand,1.0,660,420,2026-05-03 21:16:39
118,unknown,normal posture,1.0,862,466,2026-05-03 21:16:39
118,unknown,raised hand,1.0,426,330,2026-05-03 21:16:39
118,unknown,raised hand,1.0,841,306,2026-05-03 21:16:39
118,unknown,raised hand,1.0,1090,398,2026-05-03 21:16:39
119,unknown,raised hand,1.0,660,421,2026-05-03 21:16:39
119,unknown,raised hand,1.0,242,534,2026-05-03 21:16:39
119,unknown,normal posture,1.0,863,467,2026-05-03 21:16:39
119,unknown,raised hand,1.0,841,307,2026-05-03 21:16:39
119,unknown,raised hand,1.0,426,330,2026-05-03 21:16:39
119,unknown,raised hand,1.0,1015,524,2026-05-03 21:16:39
119,unknown,raised hand,1.0,1072,406,2026-05-03 21:16:39
120,unknown,raised hand,1.0,245,530,2026-05-03 21:16:40
120,unknown,raised hand,1.0,660,421,2026-05-03 21:16:40
120,unknown,normal posture,1.0,863,468,2026-05-03 21:16:40
120,stu_003,raised hand,1.0,427,328,2026-05-03 21:16:40
120,unknown,raised hand,1.0,1077,395,2026-05-03 21:16:40
121,unknown,raised hand,1.0,660,421,2026-05-03 21:16:40
121,unknown,raised hand,1.0,245,527,2026-05-03 21:16:40
121,unknown,raised hand,1.0,426,330,2026-05-03 21:16:40
121,unknown,normal posture,1.0,866,467,2026-05-03 21:16:40
121,unknown,raised hand,1.0,839,308,2026-05-03 21:16:40
121,unknown,raised hand,1.0,1091,404,2026-05-03 21:16:40
122,unknown,raised hand,1.0,659,421,2026-05-03 21:16:40
122,unknown,raised hand,1.0,248,439,2026-05-03 21:16:40
122,unknown,normal posture,1.0,864,467,2026-05-03 21:16:40
122,unknown,raised hand,1.0,425,329,2026-05-03 21:16:40
122,unknown,raised hand,1.0,837,307,2026-05-03 21:16:40
122,unknown,raised hand,1.0,1096,403,2026-05-03 21:16:40
123,unknown,raised hand,1.0,659,423,2026-05-03 21:16:40
123,unknown,raised hand,1.0,246,415,2026-05-03 21:16:40
123,unknown,normal posture,1.0,858,468,2026-05-03 21:16:40
123,unknown,raised hand,1.0,426,328,2026-05-03 21:16:40
123,unknown,raised hand,1.0,1099,425,2026-05-03 21:16:40
123,unknown,raised hand,1.0,843,318,2026-05-03 21:16:40
124,unknown,raised hand,1.0,659,423,2026-05-03 21:16:40
124,unknown,raised hand,1.0,248,421,2026-05-03 21:16:40
124,unknown,normal posture,1.0,860,469,2026-05-03 21:16:40
124,unknown,raised hand,1.0,425,328,2026-05-03 21:16:40
124,unknown,raised hand,1.0,837,311,2026-05-03 21:16:40
124,unknown,raised hand,1.0,1088,404,2026-05-03 21:16:40
125,unknown,raised hand,1.0,658,418,2026-05-03 21:16:40
125,unknown,raised hand,1.0,248,397,2026-05-03 21:16:40
125,unknown,raised hand,1.0,426,328,2026-05-03 21:16:40
125,unknown,raised hand,1.0,838,311,2026-05-03 21:16:40
125,unknown,raised hand,1.0,1081,378,2026-05-03 21:16:40
125,unknown,normal posture,1.0,865,469,2026-05-03 21:16:40
126,unknown,raised hand,1.0,659,423,2026-05-03 21:16:40
126,unknown,raised hand,1.0,253,417,2026-05-03 21:16:40
126,unknown,normal posture,1.0,866,467,2026-05-03 21:16:40
126,unknown,raised hand,1.0,427,330,2026-05-03 21:16:40
126,unknown,raised hand,1.0,83,397,2026-05-03 21:16:40
126,unknown,raised hand,1.0,838,310,2026-05-03 21:16:40
126,unknown,looking down,1.0,1115,397,2026-05-03 21:16:40
127,unknown,raised hand,1.0,658,419,2026-05-03 21:16:40
127,unknown,raised hand,1.0,249,420,2026-05-03 21:16:40
127,unknown,looking down,1.0,1125,360,2026-05-03 21:16:40
127,unknown,raised hand,1.0,426,332,2026-05-03 21:16:40
127,unknown,raised hand,1.0,838,313,2026-05-03 21:16:40
127,unknown,raised hand,1.0,90,400,2026-05-03 21:16:40
128,unknown,raised hand,1.0,658,419,2026-05-03 21:16:40
128,unknown,raised hand,1.0,248,439,2026-05-03 21:16:40
128,unknown,raised hand,1.0,427,332,2026-05-03 21:16:40
128,unknown,looking down,1.0,1118,358,2026-05-03 21:16:40
128,unknown,raised hand,1.0,842,320,2026-05-03 21:16:40
128,unknown,normal posture,1.0,1165,374,2026-05-03 21:16:40
129,unknown,raised hand,1.0,660,420,2026-05-03 21:16:40
129,unknown,raised hand,1.0,247,525,2026-05-03 21:16:40
129,unknown,normal posture,1.0,863,471,2026-05-03 21:16:40
129,unknown,normal posture,1.0,1165,385,2026-05-03 21:16:40
129,unknown,raised hand,1.0,428,333,2026-05-03 21:16:40
129,unknown,normal posture,1.0,70,441,2026-05-03 21:16:40
129,unknown,raised hand,1.0,842,319,2026-05-03 21:16:40
129,unknown,looking down,1.0,1141,357,2026-05-03 21:16:40
130,unknown,raised hand,1.0,658,421,2026-05-03 21:16:41
130,unknown,raised hand,1.0,247,504,2026-05-03 21:16:41
130,unknown,normal posture,1.0,70,441,2026-05-03 21:16:41
130,stu_006,normal posture,1.0,1165,396,2026-05-03 21:16:41
130,stu_005,raised hand,1.0,863,470,2026-05-03 21:16:41
130,unknown,normal posture,1.0,1153,455,2026-05-03 21:16:41
130,unknown,raised hand,1.0,843,322,2026-05-03 21:16:41
130,stu_003,raised hand,1.0,429,333,2026-05-03 21:16:41
131,unknown,raised hand,1.0,659,422,2026-05-03 21:16:41
131,unknown,raised hand,1.0,243,530,2026-05-03 21:16:41
131,unknown,normal posture,1.0,1167,399,2026-05-03 21:16:41
131,unknown,normal posture,1.0,862,467,2026-05-03 21:16:41
131,unknown,normal posture,1.0,69,442,2026-05-03 21:16:41
131,unknown,raised hand,1.0,428,332,2026-05-03 21:16:41
131,unknown,normal posture,1.0,1169,480,2026-05-03 21:16:41
131,unknown,raised hand,1.0,839,310,2026-05-03 21:16:41
132,unknown,raised hand,1.0,659,424,2026-05-03 21:16:41
132,unknown,raised hand,1.0,243,545,2026-05-03 21:16:41
132,unknown,normal posture,1.0,70,440,2026-05-03 21:16:41
132,unknown,normal posture,1.0,862,471,2026-05-03 21:16:41
132,unknown,raised hand,1.0,429,335,2026-05-03 21:16:41
132,unknown,normal posture,1.0,1167,389,2026-05-03 21:16:41
132,unknown,normal posture,1.0,1159,485,2026-05-03 21:16:41
132,unknown,raised hand,1.0,838,312,2026-05-03 21:16:41
133,unknown,normal posture,1.0,274,545,2026-05-03 21:16:41
133,unknown,raised hand,1.0,661,423,2026-05-03 21:16:41
133,unknown,normal posture,1.0,70,440,2026-05-03 21:16:41
133,unknown,normal posture,1.0,864,467,2026-05-03 21:16:41
133,unknown,raised hand,1.0,427,336,2026-05-03 21:16:41
133,unknown,raised hand,1.0,838,310,2026-05-03 21:16:41
133,unknown,normal posture,1.0,1169,374,2026-05-03 21:16:41
134,unknown,normal posture,1.0,282,545,2026-05-03 21:16:41
