frame_id,student_id,behavior_label,confidence,cx,cy,timestamp
34,11,Useing-Phone,0.94,359,219,2026-04-14 17:35:42
34,12,Useing-Phone,0.92,586,138,2026-04-14 17:35:42
34,13,Useing-Phone,0.91,490,107,2026-04-14 17:35:42
34,14,Useing-Phone,0.92,681,120,2026-04-14 17:35:42
34,16,Sleeping,0.92,567,247,2026-04-14 17:35:42
34,17,Head-down,0.88,134,277,2026-04-14 17:35:42
34,18,Writing,0.9,496,162,2026-04-14 17:35:42
34,19,Reading,0.91,801,89,2026-04-14 17:35:42
34,21,Useing-Phone,0.91,624,123,2026-04-14 17:35:42
34,23,Reading,0.9,442,116,2026-04-14 17:35:42
34,26,Useing-Phone,0.87,837,83,2026-04-14 17:35:42
34,28,Reading,0.93,862,105,2026-04-14 17:35:42
34,31,Head-down,0.83,511,79,2026-04-14 17:35:42
34,32,Reading,0.92,398,125,2026-04-14 17:35:42
34,34,Writing,0.91,212,264,2026-04-14 17:35:42
34,35,Reading,0.93,559,89,2026-04-14 17:35:42
34,38,Reading,0.85,399,104,2026-04-14 17:35:42
34,44,Useing-Phone,0.87,443,93,2026-04-14 17:35:42
34,39,Reading,0.93,208,374,2026-04-14 17:35:42
34,24,Writing,0.92,787,168,2026-04-14 17:35:42
34,27,Head-down,0.92,421,248,2026-04-14 17:35:42
34,43,Reading,0.88,1019,146,2026-04-14 17:35:42
34,4,Writing,0.94,657,280,2026-04-14 17:35:42
34,37,Reading,0.91,83,305,2026-04-14 17:35:42
34,25,Writing,0.91,686,198,2026-04-14 17:35:42
34,30,Reading,0.85,895,92,2026-04-14 17:35:42
34,50,Reading,0.32,682,119,2026-04-14 17:35:42
34,29,Reading,0.88,775,68,2026-04-14 17:35:42
34,36,Reading,0.88,960,117,2026-04-14 17:35:42
34,15,Reading,0.89,659,162,2026-04-14 17:35:42
34,33,Writing,0.93,721,254,2026-04-14 17:35:42
34,20,Reading,0.9,741,73,2026-04-14 17:35:42
34,48,Reading,0.82,732,180,2026-04-14 17:35:42
35,3,Useing-Phone,0.95,335,422,2026-04-14 17:35:42
35,5,Useing-Phone,0.94,240,464,2026-04-14 17:35:42
35,6,Writing,0.94,179,323,2026-04-14 17:35:42
35,7,Useing-Phone,0.95,502,315,2026-04-14 17:35:42
35,8,Reading,0.93,619,222,2026-04-14 17:35:42
35,9,Useing-Phone,0.94,433,186,2026-04-14 17:35:42
35,11,Useing-Phone,0.94,359,220,2026-04-14 17:35:42
35,12,Useing-Phone,0.92,587,138,2026-04-14 17:35:42
35,13,Useing-Phone,0.92,490,107,2026-04-14 17:35:42
35,14,Useing-Phone,0.9,681,120,2026-04-14 17:35:42
35,16,Sleeping,0.91,566,247,2026-04-14 17:35:42
35,17,Head-down,0.9,134,277,2026-04-14 17:35:42
35,18,Writing,0.9,496,162,2026-04-14 17:35:42
35,19,Reading,0.91,801,90,2026-04-14 17:35:42
35,21,Useing-Phone,0.89,624,123,2026-04-14 17:35:42
35,23,Reading,0.9,442,116,2026-04-14 17:35:42
35,26,Useing-Phone,0.86,837,83,2026-04-14 17:35:42
35,28,Reading,0.91,862,105,2026-04-14 17:35:42
35,31,Head-down,0.72,511,78,2026-04-14 17:35:42
35,32,Reading,0.92,398,125,2026-04-14 17:35:42
35,34,Writing,0.91,212,264,2026-04-14 17:35:42
35,35,Reading,0.92,560,90,2026-04-14 17:35:42
35,38,Reading,0.85,399,105,2026-04-14 17:35:42
35,44,Useing-Phone,0.83,442,93,2026-04-14 17:35:42
35,39,Reading,0.91,208,374,2026-04-14 17:35:42
35,24,Writing,0.92,787,168,2026-04-14 17:35:42
35,27,Head-down,0.93,421,248,2026-04-14 17:35:42
35,43,Reading,0.84,1021,147,2026-04-14 17:35:42
35,4,Writing,0.94,657,279,2026-04-14 17:35:42
35,37,Reading,0.91,83,305,2026-04-14 17:35:42
35,25,Writing,0.82,688,198,2026-04-14 17:35:42
35,30,Reading,0.84,894,92,2026-04-14 17:35:42
35,50,Reading,0.28,682,119,2026-04-14 17:35:42
35,29,Reading,0.88,777,69,2026-04-14 17:35:42
35,36,Reading,0.89,959,117,2026-04-14 17:35:42
35,15,Reading,0.87,659,162,2026-04-14 17:35:42
35,33,Writing,0.94,721,254,2026-04-14 17:35:42
35,20,Reading,0.9,743,75,2026-04-14 17:35:42
35,48,Reading,0.94,733,181,2026-04-14 17:35:42
36,3,Useing-Phone,0.94,335,422,2026-04-14 17:35:42
36,5,Useing-Phone,0.94,239,464,2026-04-14 17:35:42
36,6,Writing,0.94,179,323,2026-04-14 17:35:42
36,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
36,8,Reading,0.94,619,222,2026-04-14 17:35:42
36,9,Useing-Phone,0.92,432,187,2026-04-14 17:35:42
36,11,Useing-Phone,0.92,360,220,2026-04-14 17:35:42
36,12,Useing-Phone,0.9,587,140,2026-04-14 17:35:42
36,13,Useing-Phone,0.91,490,108,2026-04-14 17:35:42
36,16,Sleeping,0.92,567,247,2026-04-14 17:35:42
36,17,Head-down,0.91,134,277,2026-04-14 17:35:42
36,18,Writing,0.88,497,164,2026-04-14 17:35:42
36,19,Reading,0.91,802,91,2026-04-14 17:35:42
36,21,Useing-Phone,0.9,623,124,2026-04-14 17:35:42
36,23,Reading,0.89,442,118,2026-04-14 17:35:42
36,26,Useing-Phone,0.91,836,83,2026-04-14 17:35:42
36,28,Reading,0.93,862,105,2026-04-14 17:35:42
36,31,Head-down,0.33,509,78,2026-04-14 17:35:42
36,32,Reading,0.9,398,126,2026-04-14 17:35:42
36,34,Writing,0.91,212,265,2026-04-14 17:35:42
36,35,Reading,0.9,560,89,2026-04-14 17:35:42
36,38,Reading,0.84,399,105,2026-04-14 17:35:42
36,44,Useing-Phone,0.84,442,94,2026-04-14 17:35:42
36,39,Reading,0.92,208,374,2026-04-14 17:35:42
36,24,Writing,0.94,790,167,2026-04-14 17:35:42
36,27,Head-down,0.91,422,246,2026-04-14 17:35:42
36,43,Reading,0.9,1018,147,2026-04-14 17:35:42
36,4,Writing,0.95,658,278,2026-04-14 17:35:42
36,37,Reading,0.91,83,305,2026-04-14 17:35:42
36,25,Writing,0.91,679,197,2026-04-14 17:35:42
36,50,Reading,0.92,684,118,2026-04-14 17:35:42
36,29,Reading,0.87,779,71,2026-04-14 17:35:42
36,36,Reading,0.9,958,116,2026-04-14 17:35:42
36,15,Reading,0.93,658,160,2026-04-14 17:35:42
36,33,Writing,0.95,721,256,2026-04-14 17:35:42
36,20,Reading,0.89,747,77,2026-04-14 17:35:42
36,48,Reading,0.94,732,181,2026-04-14 17:35:42
36,22,Useing-Phone,0.9,498,199,2026-04-14 17:35:42
36,45,Writing,0.86,906,157,2026-04-14 17:35:42
36,1,Writing,0.89,987,187,2026-04-14 17:35:42
36,46,Writing,0.83,935,120,2026-04-14 17:35:42
37,3,Useing-Phone,0.94,335,422,2026-04-14 17:35:42
37,5,Useing-Phone,0.94,239,463,2026-04-14 17:35:42
37,6,Writing,0.94,179,324,2026-04-14 17:35:42
37,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
37,8,Reading,0.93,619,222,2026-04-14 17:35:42
37,9,Useing-Phone,0.93,431,186,2026-04-14 17:35:42
37,11,Useing-Phone,0.92,360,220,2026-04-14 17:35:42
37,12,Useing-Phone,0.89,588,140,2026-04-14 17:35:42
37,13,Useing-Phone,0.87,490,108,2026-04-14 17:35:42
37,16,Sleeping,0.92,567,247,2026-04-14 17:35:42
37,17,Head-down,0.91,134,277,2026-04-14 17:35:42
37,18,Writing,0.75,496,162,2026-04-14 17:35:42
37,19,Reading,0.91,802,91,2026-04-14 17:35:42
37,21,Useing-Phone,0.9,623,124,2026-04-14 17:35:42
37,23,Reading,0.88,441,118,2026-04-14 17:35:42
37,26,Useing-Phone,0.91,836,83,2026-04-14 17:35:42
37,28,Reading,0.93,862,105,2026-04-14 17:35:42
37,31,Head-down,0.51,507,78,2026-04-14 17:35:42
37,32,Reading,0.9,398,126,2026-04-14 17:35:42
37,34,Writing,0.91,211,265,2026-04-14 17:35:42
37,35,Reading,0.88,559,89,2026-04-14 17:35:42
37,38,Reading,0.83,399,105,2026-04-14 17:35:42
37,44,Useing-Phone,0.83,443,94,2026-04-14 17:35:42
37,39,Reading,0.92,208,375,2026-04-14 17:35:42
37,24,Writing,0.94,791,166,2026-04-14 17:35:42
37,27,Head-down,0.91,422,245,2026-04-14 17:35:42
37,43,Reading,0.89,1018,148,2026-04-14 17:35:42
37,4,Writing,0.93,659,277,2026-04-14 17:35:42
37,37,Reading,0.91,83,305,2026-04-14 17:35:42
37,25,Writing,0.91,676,197,2026-04-14 17:35:42
37,50,Reading,0.92,685,118,2026-04-14 17:35:42
37,29,Reading,0.88,780,71,2026-04-14 17:35:42
37,36,Reading,0.9,958,115,2026-04-14 17:35:42
37,15,Reading,0.93,658,159,2026-04-14 17:35:42
37,33,Writing,0.94,721,258,2026-04-14 17:35:42
37,20,Reading,0.89,748,78,2026-04-14 17:35:42
37,48,Reading,0.95,732,182,2026-04-14 17:35:42
37,22,Useing-Phone,0.9,498,199,2026-04-14 17:35:42
37,45,Writing,0.9,906,157,2026-04-14 17:35:42
37,1,Writing,0.92,987,187,2026-04-14 17:35:42
37,46,Writing,0.83,935,119,2026-04-14 17:35:42
38,3,Useing-Phone,0.94,335,422,2026-04-14 17:35:42
38,5,Useing-Phone,0.93,240,463,2026-04-14 17:35:42
38,6,Writing,0.94,179,324,2026-04-14 17:35:42
38,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
38,8,Reading,0.92,626,222,2026-04-14 17:35:42
38,9,Useing-Phone,0.92,433,186,2026-04-14 17:35:42
38,11,Useing-Phone,0.93,359,219,2026-04-14 17:35:42
38,12,Useing-Phone,0.92,588,139,2026-04-14 17:35:42
38,16,Sleeping,0.93,565,247,2026-04-14 17:35:42
38,17,Head-down,0.92,134,278,2026-04-14 17:35:42
38,18,Writing,0.94,495,159,2026-04-14 17:35:42
38,19,Reading,0.89,800,89,2026-04-14 17:35:42
38,21,Useing-Phone,0.9,624,122,2026-04-14 17:35:42
38,23,Reading,0.86,441,117,2026-04-14 17:35:42
38,26,Useing-Phone,0.87,835,81,2026-04-14 17:35:42
38,28,Reading,0.92,862,106,2026-04-14 17:35:42
38,31,Head-down,0.84,509,79,2026-04-14 17:35:42
38,32,Reading,0.91,398,125,2026-04-14 17:35:42
38,34,Writing,0.9,211,265,2026-04-14 17:35:42
38,35,Reading,0.9,559,91,2026-04-14 17:35:42
38,38,Reading,0.85,400,105,2026-04-14 17:35:42
38,44,Useing-Phone,0.87,443,94,2026-04-14 17:35:42
38,39,Reading,0.9,208,374,2026-04-14 17:35:42
38,24,Writing,0.93,791,166,2026-04-14 17:35:42
38,27,Head-down,0.88,422,246,2026-04-14 17:35:42
38,37,Reading,0.9,83,305,2026-04-14 17:35:42
38,29,Reading,0.83,779,70,2026-04-14 17:35:42
38,15,Reading,0.91,659,160,2026-04-14 17:35:42
38,33,Writing,0.94,720,254,2026-04-14 17:35:42
38,20,Reading,0.88,745,75,2026-04-14 17:35:42
38,48,Reading,0.94,730,182,2026-04-14 17:35:42
38,45,Writing,0.93,906,156,2026-04-14 17:35:42
38,1,Writing,0.93,984,186,2026-04-14 17:35:42
38,46,Writing,0.84,937,122,2026-04-14 17:35:42
38,2,Reading,0.93,87,471,2026-04-14 17:35:42
38,14,Useing-Phone,0.9,680,119,2026-04-14 17:35:42
39,3,Useing-Phone,0.94,335,422,2026-04-14 17:35:42
39,5,Useing-Phone,0.89,239,463,2026-04-14 17:35:42
39,6,Writing,0.94,179,324,2026-04-14 17:35:42
39,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
39,8,Reading,0.93,629,221,2026-04-14 17:35:42
39,9,Useing-Phone,0.92,433,185,2026-04-14 17:35:42
39,11,Useing-Phone,0.91,359,219,2026-04-14 17:35:42
39,12,Useing-Phone,0.91,588,139,2026-04-14 17:35:42
39,16,Sleeping,0.93,565,247,2026-04-14 17:35:42
39,17,Head-down,0.91,134,279,2026-04-14 17:35:42
39,18,Writing,0.94,495,158,2026-04-14 17:35:42
39,19,Reading,0.88,799,89,2026-04-14 17:35:42
39,21,Useing-Phone,0.9,624,122,2026-04-14 17:35:42
39,23,Reading,0.86,441,116,2026-04-14 17:35:42
39,26,Useing-Phone,0.86,835,81,2026-04-14 17:35:42
39,28,Reading,0.9,862,105,2026-04-14 17:35:42
39,31,Head-down,0.83,510,79,2026-04-14 17:35:42
39,32,Reading,0.91,398,125,2026-04-14 17:35:42
39,34,Writing,0.9,211,265,2026-04-14 17:35:42
39,35,Reading,0.88,559,91,2026-04-14 17:35:42
39,38,Reading,0.85,400,105,2026-04-14 17:35:42
39,44,Useing-Phone,0.87,444,94,2026-04-14 17:35:42
39,39,Reading,0.88,207,374,2026-04-14 17:35:42
39,24,Writing,0.93,791,166,2026-04-14 17:35:42
39,27,Head-down,0.93,422,246,2026-04-14 17:35:42
39,37,Reading,0.9,83,306,2026-04-14 17:35:42
39,29,Reading,0.87,779,69,2026-04-14 17:35:42
39,15,Reading,0.87,660,161,2026-04-14 17:35:42
39,33,Writing,0.93,721,253,2026-04-14 17:35:42
39,20,Reading,0.9,745,74,2026-04-14 17:35:42
39,48,Reading,0.94,729,182,2026-04-14 17:35:42
39,45,Writing,0.88,906,156,2026-04-14 17:35:42
39,1,Writing,0.94,982,186,2026-04-14 17:35:42
39,46,Reading,0.87,941,123,2026-04-14 17:35:42
39,2,Reading,0.93,88,472,2026-04-14 17:35:42
39,14,Useing-Phone,0.92,680,119,2026-04-14 17:35:42
39,13,Useing-Phone,0.66,489,106,2026-04-14 17:35:42
40,3,Useing-Phone,0.94,335,422,2026-04-14 17:35:42
40,5,Useing-Phone,0.89,239,462,2026-04-14 17:35:42
40,6,Writing,0.94,179,324,2026-04-14 17:35:42
40,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
40,8,Reading,0.93,629,221,2026-04-14 17:35:42
40,9,Useing-Phone,0.92,433,185,2026-04-14 17:35:42
40,11,Useing-Phone,0.91,359,219,2026-04-14 17:35:42
40,12,Useing-Phone,0.91,588,139,2026-04-14 17:35:42
40,16,Sleeping,0.93,565,247,2026-04-14 17:35:42
40,17,Head-down,0.91,134,279,2026-04-14 17:35:42
40,18,Writing,0.94,495,157,2026-04-14 17:35:42
40,19,Reading,0.89,799,89,2026-04-14 17:35:42
40,21,Useing-Phone,0.9,624,122,2026-04-14 17:35:42
40,23,Reading,0.85,441,116,2026-04-14 17:35:42
40,26,Useing-Phone,0.86,835,81,2026-04-14 17:35:42
40,28,Reading,0.9,862,105,2026-04-14 17:35:42
40,31,Head-down,0.83,510,79,2026-04-14 17:35:42
40,32,Reading,0.91,398,125,2026-04-14 17:35:42
40,34,Writing,0.9,211,265,2026-04-14 17:35:42
40,35,Reading,0.88,559,91,2026-04-14 17:35:42
40,38,Reading,0.85,400,105,2026-04-14 17:35:42
40,44,Useing-Phone,0.87,444,95,2026-04-14 17:35:42
40,39,Reading,0.88,207,374,2026-04-14 17:35:42
40,24,Writing,0.93,791,166,2026-04-14 17:35:42
40,27,Head-down,0.93,422,246,2026-04-14 17:35:42
40,37,Reading,0.9,83,306,2026-04-14 17:35:42
40,29,Reading,0.87,778,69,2026-04-14 17:35:42
40,15,Reading,0.87,661,161,2026-04-14 17:35:42
40,33,Writing,0.93,721,253,2026-04-14 17:35:42
40,20,Reading,0.9,745,73,2026-04-14 17:35:42
40,48,Reading,0.94,729,182,2026-04-14 17:35:42
40,45,Writing,0.89,906,156,2026-04-14 17:35:42
40,1,Writing,0.94,982,186,2026-04-14 17:35:42
40,46,Reading,0.87,942,123,2026-04-14 17:35:42
40,2,Reading,0.93,88,473,2026-04-14 17:35:42
40,14,Useing-Phone,0.92,679,119,2026-04-14 17:35:42
40,13,Useing-Phone,0.64,489,106,2026-04-14 17:35:42
41,3,Useing-Phone,0.94,333,419,2026-04-14 17:35:42
41,5,Useing-Phone,0.92,240,447,2026-04-14 17:35:42
41,6,Writing,0.94,179,323,2026-04-14 17:35:42
41,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
41,8,Reading,0.93,630,221,2026-04-14 17:35:42
41,9,Useing-Phone,0.93,432,185,2026-04-14 17:35:42
41,11,Useing-Phone,0.94,360,219,2026-04-14 17:35:42
41,12,Useing-Phone,0.92,588,139,2026-04-14 17:35:42
41,16,Sleeping,0.92,565,247,2026-04-14 17:35:42
41,17,Head-down,0.91,134,277,2026-04-14 17:35:42
41,18,Writing,0.94,494,158,2026-04-14 17:35:42
41,19,Reading,0.89,799,89,2026-04-14 17:35:42
41,21,Useing-Phone,0.9,625,122,2026-04-14 17:35:42
41,23,Reading,0.86,442,116,2026-04-14 17:35:42
41,26,Useing-Phone,0.85,835,81,2026-04-14 17:35:42
41,28,Reading,0.4,860,105,2026-04-14 17:35:42
41,31,Head-down,0.82,510,80,2026-04-14 17:35:42
41,32,Reading,0.91,398,125,2026-04-14 17:35:42
41,34,Writing,0.91,212,266,2026-04-14 17:35:42
41,35,Reading,0.88,559,91,2026-04-14 17:35:42
41,38,Reading,0.85,400,105,2026-04-14 17:35:42
41,44,Useing-Phone,0.86,444,95,2026-04-14 17:35:42
41,39,Reading,0.92,204,374,2026-04-14 17:35:42
41,24,Writing,0.93,792,166,2026-04-14 17:35:42
41,27,Head-down,0.94,422,245,2026-04-14 17:35:42
41,37,Reading,0.91,82,306,2026-04-14 17:35:42
41,29,Reading,0.81,779,70,2026-04-14 17:35:42
41,33,Writing,0.92,721,252,2026-04-14 17:35:42
41,20,Reading,0.91,745,74,2026-04-14 17:35:42
41,48,Reading,0.94,729,182,2026-04-14 17:35:42
41,45,Writing,0.9,903,155,2026-04-14 17:35:42
41,1,Reading,0.93,982,185,2026-04-14 17:35:42
41,46,Reading,0.87,939,123,2026-04-14 17:35:42
41,2,Reading,0.91,88,473,2026-04-14 17:35:42
41,14,Useing-Phone,0.92,679,119,2026-04-14 17:35:42
41,13,Useing-Phone,0.86,489,106,2026-04-14 17:35:42
41,30,Reading,0.76,899,92,2026-04-14 17:35:42
41,25,Writing,0.9,685,197,2026-04-14 17:35:42
42,3,Useing-Phone,0.91,336,418,2026-04-14 17:35:42
42,5,Useing-Phone,0.92,241,441,2026-04-14 17:35:42
42,6,Writing,0.94,179,323,2026-04-14 17:35:42
42,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
42,8,Reading,0.93,630,221,2026-04-14 17:35:42
42,9,Useing-Phone,0.93,432,186,2026-04-14 17:35:42
42,11,Useing-Phone,0.94,361,219,2026-04-14 17:35:42
42,12,Useing-Phone,0.92,588,138,2026-04-14 17:35:42
42,16,Sleeping,0.92,565,247,2026-04-14 17:35:42
42,17,Head-down,0.89,134,276,2026-04-14 17:35:42
42,18,Writing,0.93,495,159,2026-04-14 17:35:42
42,19,Reading,0.89,799,90,2026-04-14 17:35:42
42,21,Useing-Phone,0.89,625,121,2026-04-14 17:35:42
42,23,Reading,0.88,441,115,2026-04-14 17:35:42
42,26,Useing-Phone,0.85,835,81,2026-04-14 17:35:42
42,28,Reading,0.4,860,105,2026-04-14 17:35:42
42,31,Head-down,0.81,510,80,2026-04-14 17:35:42
42,32,Reading,0.92,398,125,2026-04-14 17:35:42
42,34,Writing,0.91,212,265,2026-04-14 17:35:42
42,35,Reading,0.88,559,91,2026-04-14 17:35:42
42,38,Reading,0.86,399,105,2026-04-14 17:35:42
42,44,Useing-Phone,0.85,444,95,2026-04-14 17:35:42
42,39,Reading,0.92,203,374,2026-04-14 17:35:42
42,24,Writing,0.93,792,166,2026-04-14 17:35:42
42,27,Head-down,0.94,422,244,2026-04-14 17:35:42
42,37,Reading,0.91,82,306,2026-04-14 17:35:42
42,29,Reading,0.83,779,71,2026-04-14 17:35:42
42,33,Writing,0.89,721,252,2026-04-14 17:35:42
42,20,Reading,0.91,745,75,2026-04-14 17:35:42
42,48,Reading,0.93,729,182,2026-04-14 17:35:42
42,45,Writing,0.91,902,155,2026-04-14 17:35:42
42,1,Reading,0.93,982,185,2026-04-14 17:35:42
42,46,Reading,0.86,938,123,2026-04-14 17:35:42
42,2,Reading,0.9,89,473,2026-04-14 17:35:42
42,14,Useing-Phone,0.92,679,119,2026-04-14 17:35:42
42,13,Useing-Phone,0.86,489,106,2026-04-14 17:35:42
42,30,Reading,0.69,900,92,2026-04-14 17:35:42
42,25,Writing,0.9,686,196,2026-04-14 17:35:42
43,5,Useing-Phone,0.71,243,437,2026-04-14 17:35:42
43,7,Useing-Phone,0.96,503,315,2026-04-14 17:35:42
43,8,Reading,0.92,630,220,2026-04-14 17:35:42
43,9,Useing-Phone,0.92,431,185,2026-04-14 17:35:42
43,11,Useing-Phone,0.94,361,219,2026-04-14 17:35:42
43,12,Useing-Phone,0.92,588,138,2026-04-14 17:35:42
43,16,Sleeping,0.94,564,246,2026-04-14 17:35:42
43,17,Head-down,0.9,135,276,2026-04-14 17:35:42
43,19,Reading,0.9,799,90,2026-04-14 17:35:42
43,21,Useing-Phone,0.9,625,122,2026-04-14 17:35:42
43,23,Reading,0.87,440,115,2026-04-14 17:35:42
43,26,Useing-Phone,0.89,835,81,2026-04-14 17:35:42
43,31,Head-down,0.79,511,79,2026-04-14 17:35:42
43,32,Reading,0.91,398,125,2026-04-14 17:35:42
43,34,Writing,0.92,211,265,2026-04-14 17:35:42
43,35,Reading,0.89,559,92,2026-04-14 17:35:42
43,38,Reading,0.86,399,105,2026-04-14 17:35:42
43,44,Useing-Phone,0.85,444,95,2026-04-14 17:35:42
43,39,Reading,0.91,201,373,2026-04-14 17:35:42
43,24,Useing-Phone,0.92,792,166,2026-04-14 17:35:42
43,27,Head-down,0.94,422,245,2026-04-14 17:35:42
43,37,Reading,0.91,83,305,2026-04-14 17:35:42
43,29,Reading,0.63,779,70,2026-04-14 17:35:42
43,33,Writing,0.95,722,253,2026-04-14 17:35:42
43,20,Reading,0.9,745,75,2026-04-14 17:35:42
43,48,Reading,0.94,728,183,2026-04-14 17:35:42
43,45,Reading,0.83,902,153,2026-04-14 17:35:42
43,1,Reading,0.93,982,185,2026-04-14 17:35:42
43,46,Reading,0.25,937,124,2026-04-14 17:35:42
43,14,Useing-Phone,0.91,680,118,2026-04-14 17:35:42
43,13,Useing-Phone,0.89,490,106,2026-04-14 17:35:42
43,25,Writing,0.91,687,197,2026-04-14 17:35:42
43,4,Writing,0.37,654,276,2026-04-14 17:35:42
43,36,Reading,0.87,958,115,2026-04-14 17:35:42
44,7,Useing-Phone,0.96,502,315,2026-04-14 17:35:42
44,8,Reading,0.92,630,221,2026-04-14 17:35:42
44,9,Useing-Phone,0.92,431,185,2026-04-14 17:35:42
44,11,Useing-Phone,0.93,360,219,2026-04-14 17:35:42
44,12,Useing-Phone,0.92,587,138,2026-04-14 17:35:42
44,16,Sleeping,0.94,564,246,2026-04-14 17:35:42
44,17,Head-down,0.9,135,278,2026-04-14 17:35:42
44,19,Reading,0.9,798,90,2026-04-14 17:35:42
44,21,Useing-Phone,0.9,625,122,2026-04-14 17:35:42
44,23,Reading,0.88,440,115,2026-04-14 17:35:42
44,26,Useing-Phone,0.89,835,81,2026-04-14 17:35:42
44,31,Head-down,0.55,511,79,2026-04-14 17:35:42
44,32,Reading,0.9,398,125,2026-04-14 17:35:42
44,34,Writing,0.92,211,265,2026-04-14 17:35:42
44,35,Reading,0.88,559,92,2026-04-14 17:35:42
44,38,Reading,0.85,399,105,2026-04-14 17:35:42
44,44,Useing-Phone,0.86,444,95,2026-04-14 17:35:42
44,39,Reading,0.79,199,372,2026-04-14 17:35:42
44,24,Useing-Phone,0.93,791,166,2026-04-14 17:35:42
44,27,Head-down,0.93,422,245,2026-04-14 17:35:42
44,37,Reading,0.91,84,305,2026-04-14 17:35:42
44,29,Reading,0.6,778,70,2026-04-14 17:35:42
44,33,Writing,0.95,721,254,2026-04-14 17:35:42
44,20,Reading,0.91,744,74,2026-04-14 17:35:42
44,48,Reading,0.93,729,182,2026-04-14 17:35:42
44,45,Reading,0.67,903,153,2026-04-14 17:35:42
44,1,Useing-Phone,0.92,983,186,2026-04-14 17:35:42
44,14,Useing-Phone,0.91,680,118,2026-04-14 17:35:42
44,13,Useing-Phone,0.9,490,106,2026-04-14 17:35:42
44,25,Writing,0.92,688,197,2026-04-14 17:35:42
44,4,Writing,0.93,651,277,2026-04-14 17:35:42
44,36,Reading,0.89,961,115,2026-04-14 17:35:42
44,43,Reading,0.55,1019,148,2026-04-14 17:35:42
44,3,Useing-Phone,0.93,329,411,2026-04-14 17:35:42
44,2,Reading,0.72,89,474,2026-04-14 17:35:42
45,7,Useing-Phone,0.95,502,315,2026-04-14 17:35:42
45,8,Reading,0.93,629,222,2026-04-14 17:35:42
45,9,Useing-Phone,0.91,431,185,2026-04-14 17:35:42
45,11,Useing-Phone,0.93,360,219,2026-04-14 17:35:42
45,12,Useing-Phone,0.91,587,138,2026-04-14 17:35:42
45,16,Sleeping,0.93,564,245,2026-04-14 17:35:42
45,17,Head-down,0.9,135,277,2026-04-14 17:35:42
45,19,Reading,0.91,798,89,2026-04-14 17:35:42
45,21,Useing-Phone,0.91,624,123,2026-04-14 17:35:42
45,23,Reading,0.86,440,115,2026-04-14 17:35:42
45,26,Useing-Phone,0.89,835,81,2026-04-14 17:35:42
45,32,Reading,0.92,398,126,2026-04-14 17:35:42
45,34,Writing,0.92,211,265,2026-04-14 17:35:42
45,35,Reading,0.9,559,92,2026-04-14 17:35:42
45,38,Reading,0.84,399,104,2026-04-14 17:35:42
45,44,Useing-Phone,0.85,443,94,2026-04-14 17:35:42
45,24,Useing-Phone,0.93,791,165,2026-04-14 17:35:42
45,27,Head-down,0.9,422,245,2026-04-14 17:35:42
45,37,Reading,0.9,84,305,2026-04-14 17:35:42
45,29,Reading,0.27,777,70,2026-04-14 17:35:42
45,33,Writing,0.95,719,255,2026-04-14 17:35:42
45,20,Reading,0.9,743,74,2026-04-14 17:35:42
45,48,Reading,0.94,729,182,2026-04-14 17:35:42
45,1,Useing-Phone,0.92,983,186,2026-04-14 17:35:42
45,14,Useing-Phone,0.92,680,117,2026-04-14 17:35:42
45,13,Useing-Phone,0.91,489,106,2026-04-14 17:35:42
45,25,Writing,0.91,688,198,2026-04-14 17:35:42
45,4,Writing,0.97,656,275,2026-04-14 17:35:42
45,36,Reading,0.87,963,115,2026-04-14 17:35:42
45,43,Reading,0.32,1019,147,2026-04-14 17:35:42
45,3,Useing-Phone,0.94,328,410,2026-04-14 17:35:42
45,2,Reading,0.9,98,477,2026-04-14 17:35:42
45,22,Useing-Phone,0.91,496,198,2026-04-14 17:35:42
45,46,Reading,0.88,937,125,2026-04-14 17:35:42
46,7,Useing-Phone,0.95,502,315,2026-04-14 17:35:42
46,8,Reading,0.93,629,222,2026-04-14 17:35:42
46,9,Useing-Phone,0.9,431,185,2026-04-14 17:35:42
46,11,Useing-Phone,0.93,359,219,2026-04-14 17:35:42
46,12,Useing-Phone,0.91,587,138,2026-04-14 17:35:42
46,16,Sleeping,0.93,564,245,2026-04-14 17:35:42
46,17,Head-down,0.9,135,276,2026-04-14 17:35:42
46,19,Reading,0.91,798,89,2026-04-14 17:35:42
46,21,Useing-Phone,0.91,624,123,2026-04-14 17:35:42
46,23,Reading,0.86,440,115,2026-04-14 17:35:42
46,26,Useing-Phone,0.89,835,81,2026-04-14 17:35:42
46,32,Reading,0.92,398,126,2026-04-14 17:35:42
46,34,Writing,0.92,211,265,2026-04-14 17:35:42
46,35,Reading,0.9,559,92,2026-04-14 17:35:42
46,38,Reading,0.85,399,104,2026-04-14 17:35:42
46,44,Useing-Phone,0.85,443,94,2026-04-14 17:35:42
46,24,Useing-Phone,0.93,791,165,2026-04-14 17:35:42
